Name,Sub-Sector,Market Cap,PE Ratio,6M Return,PB Ratio,PS Ratio,EV/EBITDA Ratio,Price / CFO,Dividend Yield,1Y Historical EPS Growth,Earnings Per Share
"National Aluminium Co Ltd","Metals - Aluminium","41355.44","20.80","28.00","2.87","2.99","11.13","15.21","2.22","38.60","10.83"
"Cochin Shipyard Ltd","Shipbuilding","41039.29","52.39","45.11","8.20","9.91","31.62","-","-","242.74","39.70"
"Biocon Ltd","Biotechnology","40592.88","39.70","27.23","1.61","2.60","14.70","13.74","0.15","120.99","8.52"
"360 One Wam Ltd","Investment Banking & Brokerage","40520.65","50.39","33.76","11.75","13.85","46.33","-","1.46","21.54","22.50"
"Max Financial Services Ltd","Insurance","40506.12","119.10","19.05","9.27","0.87","97.19","6.63","-","-9.94","9.90"
"Ajanta Pharma Ltd","Pharmaceuticals","40428.43","49.53","53.91","11.33","9.42","31.84","51.50","1.60","40.23","64.43"
"Sona BLW Precision Forgings Ltd","Auto Parts","40294.61","77.90","-5.93","14.39","12.56","44.21","58.17","0.45","30.62","8.83"
"Jubilant Foodworks Ltd","Restaurants & Cafes","40266.38","100.83","41.43","17.95","6.85","32.31","39.88","0.20","13.06","6.05"
"AIA Engineering Ltd","Industrial Machinery","39667.69","34.93","8.60","5.95","7.72","22.57","43.94","0.38","7.54","120.39"
"Gujarat Gas Ltd","Gas Distribution","39255.45","34.32","1.74","5.08","2.48","18.63","24.02","-","-25.17","16.61"
"Deepak Nitrite Ltd","Commodity Chemicals","39127.75","48.25","23.17","8.11","4.99","30.30","44.56","0.26","-4.82","59.45"
"Ola Electric Mobility Ltd","Two Wheelers","38625.64","-24.38","-4.66","19.13","7.37","-","-","-","-7.63","-8.10"
"3M India Ltd","Stationery","37984.18","65.11","15.74","17.69","8.90","43.76","59.07","2.03","29.35","517.89"
"KEI Industries Ltd","Cables","37420.91","64.44","6.98","11.89","4.59","41.62","61.30","0.08","21.60","64.39"
"Cholamandalam Financial Holdings Ltd","Diversified Financials","37246.60","21.01","87.51","1.68","1.43","32.79","-","0.03","37.37","94.39"
"NLC India Ltd","Metals - Diversified","36309.08","19.58","17.21","1.87","2.39","10.95","6.46","-","32.84","13.37"
"Godfrey Phillips India Ltd","FMCG - Tobacco","36017.00","40.79","125.36","8.50","7.46","28.56","124.09","0.81","27.89","169.83"
"Brainbees Solutions Ltd","Retail - Apparel","35974.27","-131.17","0.49","9.49","5.47","226.70","-","-","54.11","-6.41"
"Kaynes Technology India Ltd","Electrical Components & Equipments","35734.65","194.96","120.12","14.36","19.21","110.48","509.48","-","64.52","30.03"
"BASF India Ltd","Diversified Chemicals","35721.26","63.42","121.86","11.08","2.58","36.51","44.25","0.18","-","130.13"
"Punjab & Sind Bank","Public Banks","35359.71","59.38","-10.79","2.28","3.24","25.74","20.22","0.38","-54.65","0.88"
"Indraprastha Gas Ltd","Gas Distribution","35318.54","17.79","3.29","3.66","2.42","10.85","23.06","-","21.07","28.36"
"Aditya Birla Fashion and Retail Ltd","Retail - Apparel","35273.76","-56.17","45.40","7.47","2.48","24.93","26.30","-","-1576.36","-6.40"
"Syngene International Ltd","Labs & Life Sciences Services","35213.02","69.05","23.81","8.27","9.84","31.71","33.79","0.14","9.65","12.70"
"IRB Infrastructure Developers Ltd","Construction & Engineering","35080.55","57.91","-12.30","2.55","4.28","13.55","8.65","0.83","362.69","1.00"
"Godrej Industries Ltd","Diversified Chemicals","34877.41","581.58","23.70","2.31","1.93","23.94","-","-","-93.85","1.78"
"CRISIL Ltd","Stock Exchanges & Ratings","34846.64","52.92","3.75","15.92","10.78","34.61","44.66","1.13","16.47","90.09"
"Mahindra and Mahindra Financial Services Ltd","Consumer Finance","34834.78","18.02","-0.03","1.74","2.17","45.32","-","2.23","-6.80","15.66"
"Tata Investment Corporation Ltd","Asset Management","34683.83","90.10","-2.14","1.16","76.97","84.41","147.68","0.41","52.84","76.08"
"Metro Brands Ltd","Footwear","34491.30","83.61","14.87","18.22","14.21","45.14","58.45","0.39","14.04","15.18"
"Dalmia Bharat Ltd","Cement","34414.99","41.66","-4.97","2.08","2.29","11.81","13.06","0.49","-20.23","44.06"
"New India Assurance Company Ltd","Insurance","34372.34","30.79","-5.00","1.21","0.79","13.66","-","-","6.54","6.77"
"Endurance Technologies Ltd","Auto Parts","33679.61","49.49","27.80","6.77","3.26","23.47","31.86","0.36","41.89","48.38"
"LIC Housing Finance Ltd","Home Financing","33652.85","7.07","-3.70","1.07","1.23","46.40","-","1.47","64.63","86.52"
"J K Cement Ltd","Cement","33160.06","41.93","4.33","6.23","2.83","17.14","16.93","-","86.71","102.35"
"Go Digit General Insurance Ltd","Insurance","33095.85","182.17","19.41","12.27","4.55","165.86","19.24","-","406.48","2.08"
"Star Health and Allied Insurance Company Ltd","Insurance","32295.66","38.22","-3.18","5.06","2.30","27.22","24.65","-","35.46","14.48"
"Central Depository Services (India) Ltd","Stock Exchanges & Ratings","32290.50","77.04","60.69","21.42","35.59","54.39","83.67","0.71","51.88","20.05"
"Multi Commodity Exchange of India Ltd","Stock Exchanges & Ratings","32279.77","388.40","68.65","23.42","42.53","224.38","61.97","-","-44.21","16.30"
"Embassy Office Parks REIT","Real Estate","32216.06","33.42","7.58","1.38","8.10","15.31","12.43","7.81","90.54","10.17"
"Vedant Fashions Ltd","Textiles","32215.72","77.78","46.80","20.11","22.42","44.02","66.69","0.64","-3.51","17.06"
"Apollo Tyres Ltd","Tires & Rubber","32024.97","18.60","6.88","2.30","1.25","7.81","9.31","1.19","64.64","27.11"
"KPR Mill Ltd","Textiles","32017.72","39.76","11.59","7.35","5.23","25.28","47.23","0.53","-0.75","23.56"
"Suven Pharmaceuticals Ltd","Pharmaceuticals","31819.35","105.97","90.62","15.52","28.58","66.41","88.76","-","-26.99","11.80"
"Aditya Birla Real Estate Ltd","Textiles","31542.58","624.23","68.97","7.70","6.90","74.26","-","0.18","-81.41","4.52"
"Authum Investment & Infrastructure Ltd","Specialized Finance","31412.00","7.33","144.40","3.04","11.77","7.58","9.58","-","-0.45","252.28"
"Brigade Enterprises Ltd","Real Estate","31324.22","69.36","23.97","8.80","6.19","25.64","93.79","0.15","54.69","19.56"
"Emami Ltd","FMCG - Personal Products","31209.75","43.14","59.56","12.70","8.61","31.37","40.06","1.12","13.72","16.49"
"Himadri Speciality Chemical Ltd","Commodity Chemicals","30769.59","74.91","92.62","10.11","7.28","44.56","76.02","0.08","75.06","8.88"
"Hindustan Copper Ltd","Mining - Copper","30674.00","103.87","-9.14","13.42","17.31","51.18","105.03","0.29","-0.05","3.05"
"Bandhan Bank Ltd","Private Banks","30639.06","13.74","10.77","1.42","1.46","4.55","2.07","0.79","1.58","13.84"
"Sun Tv Network Ltd","TV Channels & Broadcasters","30151.41","15.66","25.03","2.86","6.28","7.94","13.89","2.19","12.81","48.85"
"Bayer Cropscience Ltd","Fertilizers & Agro Chemicals","30059.52","40.59","18.44","10.55","5.80","27.91","31.59","2.09","-2.33","164.77"
"Whirlpool of India Ltd","Home Electronics & Appliances","29882.12","137.68","65.28","7.77","4.27","51.17","48.98","0.21","-0.90","17.11"
"Sundram Fasteners Ltd","Auto Parts","29798.30","57.12","25.93","8.66","5.21","32.34","50.62","0.48","5.46","24.83"
"NBCC (India) Ltd","Construction & Engineering","29781.00","74.16","29.88","12.35","2.79","43.21","407.68","0.38","50.59","1.49"
"Delhivery Ltd","Logistics","29595.33","-118.77","-12.15","3.24","3.44","50.53","62.65","-","76.87","-3.40"
"Piramal Pharma Ltd","Pharmaceuticals","29585.47","1660.24","58.89","3.74","3.52","24.61","29.45","0.05","109.15","0.14"
"Mangalore Refinery and Petrochemicals Ltd","Oil & Gas - Refining & Marketing","29580.36","8.22","-25.82","2.23","0.33","5.35","4.20","1.78","35.46","20.52"
"TVS Holdings Ltd","Auto Parts","29411.81","36.75","64.94","4.21","0.73","14.84","-","0.65","34.93","357.95"
"Radico Khaitan Ltd","Alcoholic Beverages","29332.87","111.88","28.71","12.02","7.10","57.58","160.40","0.14","18.96","19.61"
"Poonawalla Fincorp Ltd","Consumer Finance","29278.07","17.40","-24.88","3.58","5.34","19.88","-","0.53","145.13","21.88"
"J B Chemicals and Pharmaceuticals Ltd","Pharmaceuticals","29268.22","52.96","5.20","10.01","8.31","31.24","36.56","0.65","34.57","35.66"
"Gillette India Ltd","FMCG - Personal Products","29069.11","70.61","35.29","29.40","10.93","43.78","62.84","1.46","15.75","126.35"
"Global Health Ltd","Hospitals & Diagnostic Centres","28949.41","80.21","-22.23","10.16","12.15","46.60","84.99","-","33.19","13.45"
"Timken India Ltd","Industrial Machinery","28667.74","73.11","19.75","11.86","9.72","45.99","84.34","0.07","0.36","52.13"
"Sumitomo Chemical India Ltd","Commodity Chemicals","28259.14","76.47","37.05","11.56","9.61","48.64","37.32","1.04","-26.41","7.40"
"Motherson Sumi Wiring India Ltd","Cables","28228.77","44.22","-8.44","16.83","3.39","27.66","35.69","1.25","31.06","1.44"
"Angel One Ltd","Investment Banking & Brokerage","28197.88","25.05","11.52","9.28","6.59","13.36","-","1.03","25.60","134.45"
"Inox Wind Ltd","Heavy Electrical Equipments","28128.05","-695.55","63.41","12.83","15.63","103.00","-","-","95.20","-0.31"
"Emcure Pharmaceuticals Ltd","Pharmaceuticals","28045.18","56.30","9.90","8.98","4.18","23.51","25.56","-","-6.44","27.52"
"Carborundum Universal Ltd","Industrial Machinery","27945.00","60.59","21.05","8.56","5.79","32.23","46.46","0.27","11.30","24.26"
"Dr. Lal PathLabs Ltd","Hospitals & Diagnostic Centres","27593.59","77.14","49.52","14.64","12.02","39.70","51.55","0.54","49.65","42.88"
"ICICI Securities Ltd","Investment Banking & Brokerage","27474.53","16.22","22.22","7.06","5.44","13.91","-","3.41","52.25","52.43"
"ZF Commercial Vehicle Control Systems India Ltd","Auto Parts","27462.98","67.57","4.06","9.84","7.02","39.53","142.40","0.12","27.95","214.29"
"Tata Chemicals Ltd","Diversified Chemicals","27357.00","102.08","-1.53","1.18","1.70","13.90","9.07","1.40","-88.43","10.52"
"Grindwell Norton Ltd","Industrial Machinery","27144.12","70.75","20.34","13.13","9.85","45.28","73.77","0.69","6.01","34.65"
"Gland Pharma Ltd","Pharmaceuticals","27013.52","34.97","-6.48","3.10","4.63","16.99","27.10","1.22","-1.22","46.90"
"Crompton Greaves Consumer Electricals Ltd","Home Electronics & Appliances","26679.29","60.65","37.38","7.74","3.61","34.39","31.63","0.72","-5.75","6.88"
"Pfizer Ltd","Pharmaceuticals","26480.62","48.03","37.92","7.36","11.12","29.71","103.10","0.60","-11.64","120.50"
"KEC International Ltd","Construction & Engineering","26433.66","76.23","41.43","6.45","1.32","21.40","84.96","0.39","97.00","13.49"
"SKF India Ltd","Industrial Machinery","26264.41","47.60","16.31","9.79","5.63","30.87","42.08","2.45","5.13","111.70"
"Five-Star Business Finance Ltd","Consumer Finance","26257.98","31.41","29.12","5.05","11.96","27.09","-","-","38.25","28.64"
"Anant Raj Ltd","Real Estate","26159.77","100.27","129.55","7.10","17.20","71.36","-","0.10","58.30","7.83"
"Narayana Hrudayalaya Ltd","Hospitals & Diagnostic Centres","26057.71","33.01","3.10","9.03","5.12","21.27","24.43","0.31","30.19","38.62"
"Hatsun Agro Product Ltd","FMCG - Foods","25921.22","96.98","16.95","16.49","3.23","31.00","-","0.52","60.01","12.00"
"Jyoti CNC Automation Ltd","Computer Hardware","25916.00","171.79","50.51","18.99","19.27","84.04","-","-","761.11","11.59"
"Aegis Logistics Ltd","Oil & Gas - Storage & Transportation","25665.12","45.09","43.91","5.75","3.55","24.21","39.15","0.44","22.95","16.21"
"Nuvama Wealth Management Ltd","Diversified Financials","25662.03","41.04","34.88","8.85","8.12","20.88","-","-","103.26","177.73"
"Shyam Metalics and Energy Ltd","Iron & Steel","25656.01","24.79","49.43","2.49","1.92","14.82","14.30","0.49","16.13","38.82"
"EIH Ltd","Hotels Resorts & Cruise Lines","25614.92","40.08","-12.44","6.27","9.37","23.61","35.99","0.29","103.17","10.22"
"CESC Ltd","Power Generation","25579.53","18.59","38.41","2.13","1.48","8.87","10.88","2.34","2.50","10.33"
"Laurus Labs Ltd","Pharmaceuticals","25135.61","156.56","10.14","6.11","4.96","34.31","37.76","0.17","-79.71","2.98"
"Ratnamani Metals and Tubes Ltd","Building Products - Pipes","25090.13","40.29","22.84","7.80","4.89","25.79","49.08","0.39","22.00","88.85"
"Amara Raja Energy & Mobility Ltd","Batteries","25052.51","26.81","35.11","3.68","2.12","13.98","19.79","0.72","23.44","52.81"
"Natco Pharma Ltd","Pharmaceuticals","24881.94","17.92","40.42","4.25","6.03","12.69","20.54","-","95.82","76.79"
"Poly Medicure Ltd","Health Care Equipment & Supplies","24637.41","95.40","56.15","16.76","17.14","58.15","92.59","-","44.01","26.91"
"Triveni Turbine Ltd","Heavy Electrical Equipments","24560.76","91.26","51.09","25.55","14.31","61.78","90.63","0.47","40.97","8.47"
"PNB Housing Finance Ltd","Home Financing","24260.23","16.09","24.02","1.62","3.44","38.24","-","-","26.73","65.05"
"Computer Age Management Services Ltd","Diversified Financials","23910.36","67.61","48.11","26.11","20.31","42.88","59.55","0.96","23.68","72.07"
"Jindal SAW Ltd","Building Products - Pipes","23318.07","13.90","51.10","2.48","1.10","7.86","8.99","0.55","160.43","26.22"
"Firstsource Solutions Ltd","Outsourced services","23309.66","45.29","67.75","6.30","3.66","23.87","36.15","1.05","0.19","7.39"
"Alembic Pharmaceuticals Ltd","Pharmaceuticals","23299.61","37.84","24.61","4.84","3.72","24.66","29.01","0.93","80.07","31.33"
"Piramal Enterprises Ltd","Diversified Financials","23245.86","-13.81","23.15","0.88","2.25","-","879.53","0.97","-124.58","-72.67"
"Kansai Nerolac Paints Ltd","Paints","23200.99","19.57","4.97","4.14","2.71","12.30","25.69","1.31","150.31","14.66"
"CPSE ETF","Equity","23025.67","-","16.10","-","-","-","-","0.00","-","-"
"ITI Ltd","Telecom Equipments","22998.83","-40.43","-4.69","12.89","17.58","-","23.62","-","-55.83","-5.96"
"Atul Ltd","Diversified Chemicals","22844.30","70.72","32.16","4.42","4.77","32.12","34.23","0.26","-37.04","109.41"
"Bikaji Foods International Ltd","FMCG - Foods","22705.91","85.45","75.04","18.67","9.63","54.12","92.80","-","93.72","10.65"
"Gujarat State Petronet Ltd","Gas Distribution","22291.99","13.43","3.72","1.55","1.27","6.73","7.95","1.27","1.10","29.41"
"Jupiter Wagons Ltd","Rail","22194.88","66.94","39.20","13.60","6.05","43.62","-","0.11","165.99","8.29"
"Affle (India) Ltd","Advertising","22174.14","74.60","44.73","8.88","11.67","50.62","84.54","-","18.49","21.76"
"Kajaria Ceramics Ltd","Building Products - Ceramics","22144.07","52.46","13.80","8.28","4.79","29.44","36.81","0.86","22.51","26.51"
"Aditya Birla Sun Life Amc Ltd","Asset Management","22063.34","28.27","49.45","6.96","13.45","21.15","32.22","1.76","30.83","27.09"
"KIOCL Ltd","Iron & Steel","21970.20","-263.75","-14.90","11.45","11.53","-","209.78","-","14.70","-1.37"
"Castrol India Ltd","Commodity Chemicals","21842.79","25.28","6.64","10.29","4.23","16.17","25.61","-","6.01","8.74"
"Krishna Institute of Medical Sciences Ltd","Hospitals & Diagnostic Centres","21693.53","69.95","38.66","10.36","8.64","35.08","41.63","-","-7.79","7.75"
"Devyani International Ltd","Restaurants & Cafes","21288.19","450.35","7.98","15.79","5.93","41.67","35.93","-","-82.17","0.39"
"Concord Biotech Ltd","Pharmaceuticals","21120.97","68.55","27.37","13.83","20.04","44.40","79.56","0.43","28.33","29.45"
"Kalpataru Projects International Ltd","Power Infrastructure","21105.82","41.42","9.92","4.13","1.07","12.81","25.04","0.62","10.81","31.37"
"Ircon International Ltd","Construction & Engineering","21044.04","22.64","0.06","3.56","1.63","11.98","-","1.39","21.48","9.88"
"Elgi Equipments Ltd","Industrial Machinery","21011.99","67.37","5.22","13.04","6.41","37.90","73.03","0.30","-15.89","9.84"
"Aster DM Healthcare Ltd","Hospitals & Diagnostic Centres","20896.00","161.63","-18.50","4.15","5.60","37.28","132.41","0.48","-69.57","2.59"
"Signatureglobal (India) Ltd","Real Estate","20866.54","1291.25","17.54","33.15","15.75","391.32","225.83","-","122.76","1.22"
"Techno Electric & Engineering Company Ltd","Construction & Engineering","20538.50","76.50","88.89","9.49","12.54","56.06","-","0.37","45.26","24.95"
"Vinati Organics Ltd","Specialty Chemicals","20458.41","63.34","17.77","8.31","10.55","40.06","61.65","0.35","-23.28","31.29"
"Cyient Ltd","Software Services","20451.84","29.95","-9.05","4.49","2.84","15.74","28.17","1.63","32.39","61.66"
"Nexus Select Trust","Real Estate","20173.74","33.70","10.31","1.35","10.07","17.02","16.57","1.57","-","7.90"
"JBM Auto Ltd","Auto Parts","20159.95","112.73","-2.75","16.91","4.00","36.21","98.44","0.09","43.79","15.12"
"Mindspace Business Parks REIT","Real Estate","20155.50","38.39","7.98","1.35","8.14","15.60","13.20","1.40","85.12","8.85"
"Finolex Cables Ltd","Cables","20087.05","30.82","34.47","4.06","3.76","19.60","34.82","-","29.23","42.61"
"CIE Automotive India Ltd","Auto Parts","20062.58","17.83","10.22","3.35","2.07","10.86","14.50","0.95","926.02","29.66"
"PTC Industries Ltd","Iron & Steel","20059.37","475.12","64.64","31.07","74.22","233.45","-","-","55.47","30.35"
"Ramco Cements Limited","Cement","20058.86","55.73","6.49","2.77","2.13","15.50","10.53","0.29","14.44","15.23"
"Chambal Fertilisers and Chemicals Ltd","Fertilizers & Agro Chemicals","20044.63","15.71","34.92","2.73","1.10","8.33","6.03","1.50","25.71","31.24"
"Garden Reach Shipbuilders & Engineers Ltd","Shipbuilding","19985.89","55.94","104.09","11.94","5.13","30.53","-","0.54","56.60","31.19"
"Sobha Ltd","Real Estate","19908.31","405.38","10.68","7.92","6.19","53.21","30.75","0.14","-52.87","5.04"
"Neuland Laboratories Ltd","Pharmaceuticals","19810.82","66.02","83.96","15.44","12.61","41.65","75.85","0.09","83.50","233.88"
"Schneider Electric Infrastructure Ltd","Heavy Electrical Equipments","19771.51","114.93","9.46","42.32","8.92","66.79","103.02","-","39.15","7.19"
"Blue Dart Express Ltd","Logistics","19720.76","65.52","38.13","14.42","3.71","22.49","23.29","0.30","-18.76","126.86"
"R R Kabel Ltd","Cables","19611.93","65.78","5.73","10.73","2.95","37.36","57.85","0.35","44.13","28.60"
"Jai Balaji Industries Ltd","Iron & Steel","19573.27","22.25","6.48","13.01","2.95","17.80","23.34","-","1159.40","56.91"
"Century Plyboards (India) Ltd","Wood Products","19537.89","59.86","39.49","8.85","4.97","35.83","77.63","-","-13.25","14.60"
"IIFL Finance Ltd","Investment Banking & Brokerage","19524.94","11.07","10.50","1.62","1.86","23.20","-","-","18.96","45.61"
"Relaxo Footwears Ltd","Footwear","19516.79","97.36","-4.61","9.75","6.63","44.64","83.01","0.38","29.78","8.05"
"NCC Ltd","Construction & Engineering","19500.92","27.44","27.42","2.86","0.93","10.43","14.34","0.71","14.99","11.32"
